Smiles,pIC50
CN(C)CCCOC1=CC=CC(CNC(=O)C2=CC=C(C3=CC=NC=C3)C=C2)=C1,5.7
N#CCS(=O)(=O)N1CCN(C2=CC=C(OC[C@@H]3CO[C@@](CN4C=CN=C4)(C4=CC=C(Cl)C=C4Cl)O3)C=C2)CC1,6.82
N[C@@H](CN1C(=O)C(C2=CC=C(CO)C=C2)=CN(CC2=C(F)C=CC=C2C(F)(F)F)C1=O)C1=CC=CC=C1,6.1
COC1=CC=CC=C1COCCCOC1=CC=C(N2C(=O)CNC[C@@H]2COC2=CC=C3CCCN(CCN4CCOC4=O)C3=C2)C=C1,5.42
CCN(C)[C@H](C)[C@@H](C1=CC=C2C=C(OCC(C)(C)C(=O)O)C=CC2=C1)N1C=CN=C1,5.77
CC1(C)CC[C@]23CC[C@@]4(C)[C@]5(C)CC[C@H]6C(C)(C)C(=O)C(C#N)=C[C@]6(C)C5=CC(=O)[C@@]4([C@@H]2C1)N(C1CCCCC1)C3=O,5.815
COCCCN1CCC(C2=NN=C(C3=NN(C(C)C)C4=CC=CC=C34)O2)CC1,5.04
COCCCOC1=CC(C(=O)N(C[C@@H]2CNC[C@H]2NS(=O)(=O)CC2=CC=CC=C2)C(C)C)=CC=C1OC,5.36
CC1=CC(Cl)=C(OCCOC2=CC=C([C@H]3CCNC[C@@H]3C(=O)N(CC3=CC(CCNC(=O)CC(F)(F)F)=CC=C3Cl)C3CC3)C=C2)C(Cl)=C1,5.449999999999999
O=C([C@H]1CNCC[C@@]12OCC1=CC(F)=C(F)C=C12)N(CC1=CC=CC(C(F)(F)F)=C1Cl)C1CC1,5.44
C#CC1=CN=C2NC=C(C(=O)C3=C(F)C=CC(NS(=O)(=O)CCC)=C3F)C2=C1,5.3
CN1C=C(NC(=O)C2=C3N=C(N)C=CN3N=C2)C(C2=CC(Cl)=CC=C2Cl)=N1,5.24
CC(=O)NCCC1=CC(F)=CC=C1C1=C(Br)C([C@H]2CNCC[C@]2(O)C2=CC=C(F)C(F)=C2)=NO1,4.35
CC(C)(C)OC(=O)N[C@H](CC1=C(F)C=CC=C1Cl)C(=O)NCC1=NC2=CC=CN=C2N1C1(C2=CC=CC=C2)CC1,5.28
CC1=NOC(C)=C1C1=CC=C2C(NC3=CC=CC=C3C(C)(C)C)=C(C(N)=O)C=NC2=C1,5.7
COC(=O)NC1=CC(C2=CC=C(OC[C@@H](N)CC(C)C)C(F)=C2)=CC=N1,5.68
C/C(=N\NC(=O)C1=CC=CC(S(=O)(=O)N2CCOCC2)=C1)C1=CC(Cl)=CC=C1O,5.58
CN1CCC2=C(C1)N(C)C1=CC(N3C=CC(OCC4=CC=CC=C4)=CC3=O)=CC=C21,4.62
C[C@@H](NC(=O)NC1=CC2=C(C=N1)C(C1=CN(C)N=C1)=NN2)C1=CC=CC=C1,6.42
CC(C)[C@@H]1COC[C@H](C2(OC(=O)N3CC4CNCC4C3)CC2)N1S(=O)(=O)C1=CC=C(Cl)C=C1,8.19
CN1C=C(NC2=NC=CC(C3=CC=C4C(=C3)CCCC[C@H]4NC(=O)C3=NC(C(C)(C)C)=NO3)=N2)C=N1,5.58
C[C@@H](C1=CC=C(C2=CN(C)C(=O)C=C2)C=C1)N1CC[C@](CC(C)(C)C#N)(C2=CC=CC=C2)OC1=O,4.5
CC(C)C[C@H](NC(=O)CN(C)C)C1=CC(F)=CC=C1N1CCN(C(=O)[C@@H](CC2=CC=C(Cl)C=C2Cl)N2CCCC2=O)CC1,4.82
COC(=O)C1=CC=C(OC2=CC=C(/C=C3\SC(=O)NC3=O)C=C2OC)C(C(F)(F)F)=C1,5.01
COC1=CC2=CC=C(C(O)(C3=CNN=C3)C(C)C)C=C2C=C1OC,4.57
CC1=CC=C(C(=O)NC2=CC=C(CN3CCN(CCO)CC3)C(Cl)=C2)C=C1C#CC1=CN=C2C=CC=NN12,4.87
CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)C(=O)C1=CC=C2N=CSC2=C1,7.64
C[C@@H]1CN(C(=O)C2=CC(Cl)=CC=C2N2N=CC=N2)[C@H](CC2=CC(N3N=CC=N3)=CC=C2F)CO1,4.72
CC(=O)N1CCC(C(=O)N2C[C@H](C(=O)N(C)C(C)(C)C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)[C@@H](C3=CC=C(F)C=C3C)C2)CC1,4.31
O=S(=O)(NC1=NC=CS1)C1=CC(Cl)=C(NCCC2CCCCN2)C=C1F,4.7
C[C@@H]1CC(=O)NC2=NC=NC(N3CCN(C(=O)[C@H](CNC4C5COCC54)C4=CC=C(Cl)C=C4)[C@@H]4C[C@@H]43)=C21,5.36
CC(=O)NCC[C@H](NC(=O)N(C)CC1=CSC(C(C)C)=N1)C(=O)N[C@H](CC[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1,6.82
CC(C)(CC(O)(CC1=CC2=CC(N3CCOCC3)=NC=C2N1)C(F)(F)F)C1=CC=C(F)C=C1,7.0
NC1=NC(OCC2=CC=CC=C2)=C2NN=NC2=N1,4.85
C[C@@H]1C(=O)N[C@H](CC2=CC=C(F)C=C2)C(=O)NCCCC2=CC=C(F)C=C2OCCN[C@@H](C2CC2)C(=O)N1C,5.92
COC1=CC=CC=C1C1C2=C(NN=C2C(C)(C)C)C(=O)N1C1=CC=C(C2=NC=CO2)C=C1,5.1
C1=CN=CC(CCCOC2=CC=C(N3C=CN=C3)C=C2)=C1,6.38
C=CCN1CC(=O)N2[C@@H](CC3=CC=C(O)C=C3)C(=O)N(CC3=CC=CC4=C3N(C)C=C4C(=O)N3CCN(C4CCN(C)CC4)CC3)C[C@@H]2N1C(=O)NCC1=CC=CC=C1,5.07
CC(=O)N1CCN(C2=NN=CC3=CC(C4=C(C)C=CC5=C4ON=C5NC4CC4)=CC=C23)[C@@H](C)C1,5.38
O=C([C@@H](O)C1=CC=CC=C1Cl)N1CCC(NC2=CC=C3NN=CC3=C2)CC1,5.4
CCOC(=O)C(CC1=CC=C(Cl)C=C1Cl)C1=CC=NO1,4.92
CC1=CC=CC(C(=O)N2C[C@@H](C)OC[C@H]2CC2=CC=CC(N3N=CC=N3)=C2)=C1N1N=CC=N1,4.96
CN1C(C2=CC=C(Cl)C=C2)=C(C2CCCC2)C2=CC=C(C(=O)NC3(C(=O)NC4=CC=C(/C=C/C(=O)O)C=C4)CCC3)C=C21,5.08
CC1=CC(N2CCN(CCCF)CC2)=CC2=C1N=C(C1=C(NC[C@@H](O)C3=CC=CC(Cl)=C3)C=CNC1=O)N2,6.35
O=S(=O)(NC1=CC=C(C2=NC=CC=N2)C=C1)C1=CC(Cl)=CC(Cl)=C1,4.79
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](SCCN(C)C)C(=O)N(C)[C@@H](CC(C)(C)O)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,4.23
CCN(C)C1=NC2=CC=C(C(=O)N(CCN3CCCC3)C[C@@H](O)[C@H](CC3=CC=CC=C3)NC(=O)OCC3=CN=CS3)C=C2O1,6.85
CC(C)(C(N)=O)N1CCN(CC2=CC3=NC(C4=C(F)C=CC5=C4C=CN5)=NC(N4CCOCC4)=C3S2)CC1,5.82
CC1=CC=C(C2=C(C3CCCC3)C3=CC=C(C(=O)NC4(C(=O)NC5=CC=C(/C=C/C(=O)O)C=C5)CCC4)C=C3N2C)N=C1,5.24
CNCC(=O)N[C@@H](CC(C)C)C1=CC(F)=CC=C1N1CCN(C(=O)[C@@H](CC2=CC=C(Cl)C=C2Cl)N2CCCC2=O)CC1,5.19
COCC1=NN(CC2=CC=C(CN3C=CC=CC3=O)C=C2)C=C1C(=O)NCC1=C(F)C=CC(OC)=C1F,4.84
CC(C)CC1N2C=NC=C2CN(CC2=CC=C(OC(F)(F)F)C=C2)S1(=O)=O,6.31
O=C(O)C1=C(O)C(C2=CC=C(Cl)C=C2)=NC2=C(C3=CC=CC=C3)C=CC=C12,4.26
CC1=CC=C(SC2=CC=CC=C2N2CCNCC2)C=C1,4.8
CN1C=C(CC2=CN(CC(=O)N(CC(=O)O)CC3=CC=C(C4=CC=C(C(F)(F)F)C=C4)C=C3)C(SCC3=CC=C(F)C=C3)=NC2=O)C=N1,4.51
CN[C@@H](C)C(=O)N[C@@H]1C(=O)N(CC2=C(C#N)N(C3=CC=CC=C3C#N)C3=CC=CC=C23)C2=CC=CC=C2OC12CCOCC2,5.75
O=C(N[C@H]1CC[C@@H](C(O)CC2C3=CC=CC=C3C3=CN=CN32)CC1)C1=CC=CC=C1,5.96
CC(=O)NC1=CC(C2=CC(F)=C(OC[C@@H](N)CC(C)C)C(C(F)(F)F)=C2)=CC=N1,6.33
C=C[C@]1(C)C[C@@H](OC(=O)CSC2=CC=CC=C2NC(=O)CN2C=C(CN(C)C)N=N2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,5.21
C[N+]1([O-])CCC2(CC1)C(=O)NC1=CC(/C=C3\C4=CC=CC=C4COC4=CC(F)=CC=C34)=CC=C12,4.58
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)C(C)=CC(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,5.7
N#CC1=CC=C2C=C1OC1=CC=C3C=CC=C(C3=C1)N1CC[C@H](NCC3=CN=CN3C2)C1=O,5.199999999999999
CC1=CC=CC=C1[C@H]1C[C@@H](NCC2=CC=C(Cl)C=C2)CC[C@@H]1C(=O)N1CC(C2=CC=CC=C2)(C2=CC=CC=C2)C1,4.6
CC[C@@H]1CN(C(=O)C2=CC=C(C)C=C2N2N=CC=N2)[C@H](CC2=CC=CC(N3N=CC=N3)=C2)CO1,5.02
C=CCN1CC(=O)N2[C@@H](CC3=CC=C(O)C=C3)C(=O)N(CC3=CC=CC4=C3N(C)C=C4C3=CN=C4C=CC=CC4=C3)C[C@@H]2N1C(=O)NCC1=CC=CC=C1,5.68
CC1=CC=C(NC(=O)CCC2=NN=C([C@H]3C[C@@H](CC(C)C)C3)N2C2CC2)C(C)=C1,5.3
O=C(NC1=CC=C(S(=O)(=O)C2=CC=CC(OC(F)(F)F)=C2)C=C1)[C@@H]1C[C@H]1C1=CC=CN=C1,6.62
CC1=CC=C(N2CCN(C(=O)[C@@H](CC3=CC=C(Cl)C=C3Cl)N3CCCC3=O)CC2)C([C@H](CC(C)C)NC(=O)CCN(C)C)=C1,5.22
O=C(NC1=CC=C(S(=O)(=O)C2=CC=CC=C2)C=C1)[C@@H]1C[C@H]1C1=CC=CN=C1,6.44
NCC1=CC=C(C2=CN=CC=C2C2=COC=C2)O1,4.62
CC1=CC=C(C(=O)N2C[C@H](C)OC[C@H]2CC2=CC=CC(N3N=CC=N3)=C2)C(N2N=CC=N2)=C1,4.55
O=C(NCCN1CCOCC1)NC1=NC2=CC=C(SC3=NN=C4C=CC(OC5CCCCC5)=NN34)C=C2S1,5.57
CC1=CC(C2=CC=C(F)C=C2)=CC2=C1N=C(C1=C(N[C@H](CO)CC3=CC=CC=C3)C=CNC1=O)N2,5.2
CN1C2=CC=NC(N3CCOCC3)=C2C2=NC=NC(N3CCN(CCC4=CC=C(F)C(F)=C4)CC3)=C21,4.68
C=CCN1CC(=O)N2[C@@H](CC3=CC=C(O)C=C3)C(=O)N(CC3=CC=CC4=C3N(C)C=C4C3=CC=C(NC(=O)NC4CCN(C)CC4)N=C3)C[C@@H]2N1C(=O)NCC1=CC=CC=C1,5.54
CN1C=C(CC2=CN(CC(=O)N(CCN)CC3=CC=C(C4=CC=C(Cl)C=C4)C=C3)C(SCC3=CC=C(F)C=C3)=NC2=O)C=N1,4.82
CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)C(=O)C1=CC=C2N=C(N)OC2=C1,7.38
CC1=CC=CC(C(=O)N2C[C@@H](C)OC[C@H]2CC2=CC(N3N=CC=N3)=CC=C2F)=C1N1N=CC=N1,4.64
CC(C)(C)OC(=O)N[C@H](CS[C@H](CC1=CC=CC=C1)C(=O)NCCC1=CC=CN=C1)CC1=CC=CC2=CC=CC=C12,7.12
CC1=CC(C2=NC(C)CN2)=CC2=C1N=C(C1=C(NCC(O)C3=CC=CC(Cl)=C3)C=CNC1=O)N2,5.37
CCC1=C[C@@H]2CN(C1)CC1=C(NC3=CC=CC=C13)[C@@](C(=O)OC)(C1=CC3=C(C=C1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,6.0
CC1=C2N=C(C3=CC(OC[C@@H](N)CC4=CNC5=CC=CC=C45)=CN=C3C3=COC=C3)C=CC2=NN1,7.0
O=C(C1=CC=CC(Cl)=C1)C1=CC(CC2=NNC(=O)C=C2)=CC2=C1OC=C2,6.22
O=C(N[C@H](CC1=CC=C2NN=NC2=C1)C(=O)N1CCC(N2CCCCC2)CC1)N1CCC(N2CC3=CC=CC=C3NC2=O)CC1,4.64
C[C@H]([C@@H](C1=CC=C2C=C(OCC(C)(C)C(=O)O)C=CC2=C1)N1C=CN=C1)N1CCOCC1,5.67
CC(C)C1=NC(CN(C)C(=O)NC2(C(=O)N[C@H](CC[C@H](CC3=CC=CC=C3)NC(=O)OCC3=CN=CS3)CC3=CC=CC=C3)CCN(C)CC2)=CS1,6.595
O=C(NCC1CCOCC1)C1=NC=CC=C1NC(=O)C1=CC=C(CN2C=CN=N2)C2=CC=CC=C12,6.21
CC1=CC(C(C#N)C2=CC=C(Cl)C=C2)=C(Cl)C=C1NC(=O)C1=CC(I)=CC(I)=C1O,5.3
COC1=C(O)C(OC)=CC(/C=C2\CC/C(=C\C3=CC(OC)=C(O)C(OC)=C3)C2=O)=C1,4.42
COC[C@]1(C2=CC=CC=C2)CCN([C@@H](C)C2=CC=C(C3=CC(=O)N(C)C=C3)C=C2)C(=O)O1,4.33
C1=CC=C(COC2=CC=C3C=CC=NC3=C2)C=C1,4.6
COC1=CC=CC(CC(=O)NC2=NC(C3=CC=NC(Cl)=C3)=CS2)=C1,5.44
O=C1C=C(C2=CC=CC=C2)OC2=CC(O)=C(O)C(O)=C12,5.04
O=C([C@H]1CNCC[C@@]12OCC1=CC(F)=C(F)C=C12)N(CC1=CC=CC=C1Cl)C1CC1,5.3
CNC1=NN=C(C2=CN3N=CN=C(NC4=CC(C(=O)NC5CC5)=C(F)C=C4F)C3=C2C(C)C)O1,5.68
C(=C/CN(C[C@H]1CC2=CC=CC=C2CN1)[C@H]1CCCC2=CC=CN=C21)\CNCC1=CC=CN=C1,5.9
O=C([C@H]1CNCC[C@@]12OCC1=CC(F)=C(F)C=C12)N(CC1=NC=CC2=CC=CC=C12)C1CC1,5.03
COC1=CC2=C(C=C1OC)C(=O)C(CC1CCN(CC3=CC=CC=C3)CC1)C2,4.26
ClC1=CC=C(CN2C=C(C3=CC=NC=C3)C=N2)C(Cl)=C1,6.64
CC1(CC(=O)NCC2=CC=CC=C2SC2=CC=CC=C2CO)CC2(CCCCC2)OO1,5.92
C=CCN1C(=O)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3)N=C2N1C1=CC=CC(C(C)(C)O)=N1,4.72
FC1=CC=C(CNC2=CC=C(CC3=CNC4=NC=C(Cl)C=C34)C=N2)C=N1,5.3
CC1=CC=C(N2N=CC=N2)C(C(=O)N2CCOC[C@H]2CC2=CC(N3N=CC=N3)=CC=C2F)=C1F,4.72
O=C(N[C@H](CC1=CC2=C(C=C1Cl)NC(=O)O2)C(=O)N1CCC(N2CCCCC2)CC1)N1CCC(N2CC3=CC=CC=C3NC2=O)CC1,5.3
CC(C)C(O)(C1=CC=C2C=C(OC(F)F)C=CC2=C1)C1=CNN=N1,4.85
O=C(O)C1=CC(OC2=CC=CC=C2)=CC=C1NS(=O)(=O)C1=CC=C(Br)C=C1F,4.58
O=C(CC1([C@H]2CO[C@H]3CCC[C@H]3N2S(=O)(=O)C2=CC=C(Cl)C=C2)CC1)N1CC[C@@H](CO)C1,4.52
CCC1=CC=C(OCCNC2=NC(NC3=NNC(C)=C3)=CC(C)=C2C#N)C=N1,5.8
CC1=CC=CC(C(=O)N2CCOC[C@H]2CC2=CC=CC(C3=NOC=N3)=C2)=C1N1N=CC=N1,4.6
CC1=CC=CC=C1[C@H](CC(=O)O)NC(=O)C1=CC(=O)N(C2=CC=CC=C2F)N1,7.42
O[C@@H]1C2=CC=CC=C2CC[C@H]1[C@H]1C2=CC=CC=C2C2=CN=CN21,6.08
CC(C)S(=O)(=O)C1=CC2=C(C=N1)NC(CC(O)(CC(C)(C)C1=CC=C(F)C=C1C(N)=O)C(F)(F)F)=C2,5.4
CC(C)OC(=O)[C@H](CN1C=CN=C1)NC(=O)C1=NOC2=C1C=CC1=CC=CC=C12,4.84
COC1=CC=C(N2C(=O)[C@@H](CC3=CC=C(OCCC4=C(C)OC(C5=CC=CC=C5)=N4)C=C3)[C@H]2C(=O)O)C=C1,4.53
CC(C)CC1N2C=NC=C2CN(CC2=CC=CC=C2)S1(=O)=O,6.425
CC1=NC2=C(C(=O)N(CC3=NN(C)C=C3)C2)C(C2=CC=C(Cl)C=C2Cl)=C1CN,5.1
COC1=CC=C2C3=C(NC2=C1)[C@@H]1N(CC3)C(=O)C2=C(OC)C=CC=C2N1C,5.0
CN(C)[C@H]1CC[C@H](C2=CC=C(OCCCN3CCCCC3)C=C2)CC1,4.37
C1=CC=C(C2=CC=C(C(C3=CC=CC=C3)N3C=CN=C3)C=C2)C=C1,6.1
C[C@@H](O[C@H]1CC[C@@H]2CN(C3=CC(=O)CC3)C[C@H]2[C@@H]1C1=CC=C(F)C=C1)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1,4.41
COC1=CC(CNC(=O)CC2(C)CC3(CCCCC3)OO2)=CC(OC)=C1OC,5.72
COC1=CC=C2C(=C1)[C@]1(C[C@H]1C1=CC3=NNC(/C=C/C4=CC=C(CN5CCOCC5)C=C4)=C3C=C1)C(=O)N2C,4.96
C[C@@H](OC1=C(C(N)=O)SC(N2C=NC3=CC(C4=CC=C(NC5CCN(C)CC5)N=C4)=CC=C32)=C1)C1=CC=CC=C1Cl,5.135
CC1=CC(C2=C(Cl)C=CC=C2Cl)=CC2=NN=C(NC3=CC=C(OCCN4CCCC4)C=C3)N=C12,4.21
CC1=NC(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(C3=CC(C4=CC=CC(C#N)=C4)=CS3)C2)=NC(C)=C1F,4.89
CC1=CC(C(=O)N/N=C/C2=CC=C(Cl)C=C2)=C2C(C)=NN(C3=CC=CC=C3)C2=N1,4.02
CC(C)OC(=O)[C@H](CN1C=CN=C1)NC(=O)C1=NOC2=C1CCC1=CC=CC=C12,5.14
CC1=CC=[N+]([O-])C(C)=C1C(=O)N1CCC(C)(N2CCC(N(C3=CC=CC=C3)C3=CC=CN=C3)CC2)CC1,5.28
COC1=CC=C2NC(SCC3=CC=C(Cl)C=C3)=NC2=C1,5.31
O=C(N[C@H]1C2=CC=CC=C2OC[C@H]1O)[C@H](CC1=CC=CN=C1)C[C@H](O)CN1CCN(CC2=CC3C=CSC3S2)C[C@H]1C(=O)NCC(F)(F)F,6.51
C=CCN1CC(=O)N2[C@@H](CC3=CC=C(O)C=C3)C(=O)N(CC3=CC=CC4=C3N(C)C=C4C3=CC=C(C(=O)NC4=CC=CC=C4)C=C3)C[C@@H]2N1C(=O)NCC1=CC=CC=C1,5.12
FC1=CC=CC(CCCNCCC2=CC=NC(N3C=CN=C3)=N2)=C1,5.6
CS(=O)(=O)C1=CC=C(N2CCC(N(C3=CC=C(Cl)C=C3)C3=CC=CN=C3)CC2)C=C1,5.7
C1=CC([C@H]2CC[C@H](N3CCOCC3)CC2)=CC=C1OCCCN1CCCCC1,4.18
CCN1C2=NC=C(CSC3=CC(C)=NC(C)=C3)C=C2C(=O)NC2=C(C)C=C(F)N=C21,5.3
C[C@@H](C1=CC=C(C2=CC=C(F)C=C2)C=C1)N1CC[C@](CC(C)(C)O)(C2=CC=CC=C2)OC1=O,5.31
CC1=CC=C(N2CCN(C(=O)[C@H](C)CC3=CC=C(Cl)C=C3)CC2)C([C@@H](NC(=O)CCN)C(C)C)=C1,5.0
COC1=CC2=CC=C(C(O)(C3=NNC=N3)C(C)C)C=C2C=C1OC,4.0
CC1=CN=C2N=C1C1=CC=NC(=C1)OCC/C=C/COCC1=CC(=CC=C1OCCN1CCCC1)N2,6.01
CC[C@H]([C@@H](C1=CC=C2C=C(OCC(C)(C)C(=O)O)C=CC2=C1)N1C=CN=C1)N(C)C,5.48
CC1=CC(N2CCOCC2)=CC2=C1N=C(C1=C(NC[C@@H](O)C3=CC=CC(Cl)=C3)C=CNC1=O)N2,6.126666666666666
CC1(C)CCC(NCC2=CC=C(CN(C[C@H]3CC4=CC=CC=C4CN3)[C@H]3CCCC4=CC=CN=C43)C=C2)CC1,6.48
CC1=CC(C2=C3N=C(NC4CCCC4)N=C(NCC4CCOCC4)N3N=C2)=CC=C1C(=O)NC1CC1,4.72
CC1=NOC([C@H]2C[C@@H]2C(=O)NCC2=CC=C(C3=CC=CC(OC(F)(F)F)=C3)C3=C2CN(C(=O)NC(C)(C)C)CC3)=N1,4.89
CC1=CC(C2=CC=CC(C3=NC4=CC(C)=C(C(F)(F)F)C=C4NC(=O)C3)=C2)=CC(C)=N1,5.32
CS(=O)(=O)C1=CC=C(N2CCN(C(=O)C(C3=CC=C(Cl)C=C3)C3=CC=CN=C3)CC2)C=C1,5.1675
CN1CC(N2N=CC=C2C2=CC(Cl)=CC=C2OC2=CC(F)=C(S(=O)(=O)NC3=CSC=N3)C=C2F)C1,4.82
CC1=CC(N2CCC(OCCO)CC2)=CC2=C1N=C(C1=C(NC[C@@H](O)C3=CC=CC(Cl)=C3)C=CNC1=O)N2,8.89
COC1=CC=C(C[C@@H]2COCCN2C(=O)C2=CC(C)=CC=C2N2N=CC=N2)C=C1C1=NOC=N1,4.38
CC1=CC=C(N2N=CC=N2)C(C(=O)N2C[C@H](C#CC3=CC=CC(CO)=C3)CC[C@H]2C)=C1,5.4
CC1=CC(OC[P@@]2(=O)OCC[C@@H](C3=CC=C(Cl)C=C3)O2)=C2C3=C(CC2=C1C)SC=N3,6.19
CC(C)C1=C2C(NC3=CC(C(=O)NC4CC4)=C(F)C=C3F)=NC=NN2C=C1C1=NN=C(NCCCCN)O1,4.59
C[C@@H](OC1=C(C(N)=O)SC(N2C=NC3=CC(C4=CC=NC(N5CCOCC5)=C4)=CC=C32)=C1)C1=CC=CC=C1C(F)(F)F,5.125
C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@]32OO4,4.3
CC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,5.44
ClC1=CC=C(COC(CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C(Cl)=C1,6.322
CS(=O)(=O)N(C1=CC=CC=C1)C1=CC(C(=O)N[C@@H](CC2=CC=CC=C2)[C@H](O)CNCC2=CC=CC(C(F)(F)F)=C2)=CC(C2CCCC2)=C1,6.369999999999999
CN(C)CCN(C)C(=O)[C@H](CC1=CC=C(Cl)C=C1Cl)NC(=O)C1(C2=CC=C(Cl)C=C2Cl)CC1,5.82
COC1=NC(C2=CSC(NC3=C4CCCCC4=NN3CCCO)=N2)=CC=C1N1C=NC(C)=C1,5.66
O=C(C1=CC=C(C(F)(F)F)C=C1N1N=CC=N1)N1CCOC[C@H]1CC1=CC(N2N=CC=N2)=CC=C1F,5.13
COC(C)(C)CC1N2C=NC=C2CN([C@@H](C)C2=CC=C(Cl)C=C2)S1(=O)=O,6.28
CN(C)[C@H]1CC[C@@H](C2=CC=C(OCCCN3CCCCC3)C=C2)CC1,4.3
ClC1=CC=C(COC(CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1,6.68
COC1=CC=C(C2=CC=CC(C(O)(C3=CNC=N3)C(C)C)=C2)C=C1,5.7
NCC1=CC=CC(CN(C[C@H]2CC3=CC=CC=C3CN2)[C@H]2CCCC3=CC=CN=C32)=C1,5.33
COC1=CC2=C(C=C1NC1=NC=C(Cl)C(NC3=CC=C(N4CCOCC4)C=C3OC)=N1)CCN(CC(=O)N(C)C)CC2,5.7
NC(=O)C(NC1=C(NC2=CC=NC=C2)C(=O)C1=O)C1=CC=CC=C1,5.07
CC1=CC=CC=C1[C@H](CC(=O)O)NC(=O)C1=NN(C2=CC=CC=C2F)C(OCC2CC2)=C1,7.82
COC(=O)C1=CC=CC(NC(=O)COC2=CC=C(C34CC5CC(CC(C(=O)N6CCN(CC7=CC=CC(OC)=C7)CC6)(C5)C3)C4)C=C2)=C1,6.09
O=C(C1=C(C2=CC=C(CCCOC3=C(F)C=CC(F)=C3Cl)C=C2)CCNC1)N(CC1=CC=CC(Cl)=C1Cl)C1CC1,5.89
COC1=CC([C@H]2CCN(CCO)C[C@@H]2O)=CC=C1NC1=NN2C(C3=CC=CC=C3OC)=CC=C2C=N1,4.92
CC1=CN=C(NC2=CC=C(F)C(C(F)(F)F)=C2)N=C1NC1=CC=C2OC(=O)NC2=C1,6.16
O=C(C1=CC(Cl)=CC=C1N1N=CC=N1)N1CCOC[C@H]1CC1=CC=CC(C2=NOC=N2)=C1,4.68
COC1=CC=C2C=C(C3=CN=CC(C(C)=O)=C3)C=CC2=C1,5.04
CC(C)(C)NC(=O)[C@@H]1CN(CC2=CC=CN=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@H]1C2=CC=CC=C2C[C@H]1O,6.736
CNC(=O)N(C1=CC=C(S(=O)(=O)NC2=NC=CC=N2)C=N1)C1=CC(Cl)=C(C2=CC=C(F)C(OC(F)(F)F)=C2)C=C1OC,4.96
CCC1=CC=CC(CC)=C1NC(=O)C1=CN(C2=NC(NC3=CC=C(N4CCC(O)(CN5CCN(C)CC5)CC4)C=C3OC)=NC3=C2C=CN3)C=C1,5.92
CN(C)C(=O)C1=CC=C(N(CC2=CC=C(Br)O2)C(=O)C2=CC=C(O)C=C2O)C=C1,5.85
CC(C)[C@@H]1CCC[C@H](COC(=O)N2CCC(N3CCCCC3)CC2)N1S(=O)(=O)C1=CC=C(Cl)C=C1,5.89
C=CC(=O)NC1=CC=CC(C)=C1NC1=NC=C(OCC2=C(F)C(OC)=CC(OC)=C2F)C=N1,5.16
COC1=CC2=C(NC3=CC=CC=C3C(C)(C)C)C(C(N)=O)=CN=C2C=C1C1=C(C)ON=C1C,5.72
O=C(O)CC1=CC=C(CC2=CC(C3=CC=CC(Cl)=C3)=NC(C(F)(F)F)=C2)C=C1,4.82
CC(C)C1=NC(CN(C)C(=O)N[C@H](C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)N(C)C(=O)OCC2=CN=CS2)CC2=CC=CC=C2)C(C)C)=CS1,6.15
CC[C@H](C)[C@@H](CO[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCS(C)(=O)=O)C(=O)OC(C)C)NC[C@@H](N)CS,5.52
